userSpecific0,userSpecific1
379,1172.42
379,1172.42
379,1172.42
380,1176.04
380,1176.04
380,1176.04
380,1176.04
380,1176.04
380,1176.04
380,1176.04
379,1170.8
379,1170.8
379,1170.8
380,1174.21
381,1177.58
381,1177.58
382,1181.59
383,1183.61
383,1183.61
384,1187.22
384,1187.22
384,1187.22
385,1191.96
385,1191.96
385,1191.96
385,1191.96
385,1191.96
384,1188.56
383,1184.81
384,1188.03
384,1188.03
383,1185.22
383,1185.22
383,1185.22
382,1181.65
382,1181.65
382,1181.65
382,1181.65
382,1181.65
382,1181.65
382,1181.65
382,1181.65
382,1181.65
382,1181.65
382,1181.65
382,1181.65
381,1177.53
381,1177.53
381,1177.53
381,1177.53
381,1177.53
381,1177.53
381,1177.53
381,1177.53
382,1177.53
382,1177.53
382,1177.53
382,1177.53
382,1177.53
382,1177.53
382,1177.53
382,1177.53
382,1177.53
382,1177.53
381,1173.69
381,1173.69
381,1173.69
380,1169.38
380,1169.38
380,1169.38
380,1169.38
380,1169.38
380,1169.38
381,1172.73
381,1172.73
381,1172.73
382,1177.85
382,1177.85
381,1174.92
381,1174.92
381,1174.92
381,1174.92
381,1174.92
382,1178.2
383,1178.2
382,1174.39
382,1174.39
382,1174.39
382,1174.39
382,1174.39
381,1170.9
382,1174.86
381,1171.4
380,1167.79
380,1167.79
381,1167.79
381,1167.79
381,1167.79
381,1167.79
381,1167.79
381,1167.79
382,1170.58
382,1170.58
383,1174.67
383,1174.67
383,1174.67
383,1174.67
383,1174.67
383,1174.67
384,1176.8
385,1180.02
384,1176.66
384,1176.66
384,1176.66
384,1176.66
383,1173.41
384,1177.16
384,1177.16
384,1177.16
384,1177.16
384,1177.16
384,1177.16
384,1177.16
384,1177.16
384,1177.16
384,1177.16
383,1170.99
383,1170.99
383,1170.99
383,1170.99
384,1174.36
383,1170.99
383,1170.99
383,1170.99
384,1175.12
385,1178.73
385,1178.73
385,1178.73
386,1182.38
386,1182.38
386,1182.38
386,1182.38
386,1182.38
386,1182.38
387,1189.2
387,1189.2
387,1189.2
387,1189.2
386,1184.47
386,1184.47
386,1184.47
386,1184.47
386,1184.47
386,1184.47
387,1189.59
387,1189.59
388,1189.59
388,1189.59
388,1189.59
388,1189.59
388,1189.59
388,1189.59
388,1189.59
388,1189.59
388,1189.59
388,1189.59
389,1193.18
389,1193.18
389,1193.18
389,1193.18
388,1189.48
388,1189.48
387,1185.17
387,1185.17
387,1185.17
387,1185.17
387,1185.17
386,1181.5
386,1181.5
386,1181.5
386,1181.5
386,1181.5
386,1181.5
387,1185.07
387,1185.07
387,1185.07
387,1185.07
387,1185.07
388,1188.26
388,1188.26
387,1184.9
386,1180.89
386,1180.89
387,1184.63
387,1184.63
386,1181.16
387,1184.54
387,1184.54
387,1184.54
387,1184.54
387,1184.54
388,1184.54
387,1181.06
387,1181.06
387,1181.06
387,1181.06
387,1181.06
387,1181.06
387,1181.06
388,1183.86
388,1183.86
388,1183.86
388,1183.86
388,1183.86
388,1183.86
389,1191.44
389,1191.44
389,1191.44
390,1196.05
390,1196.05
390,1196.05
390,1196.05
390,1196.05
391,1203.33
392,1203.33
393,1206.68
393,1206.68
392,1200.26
391,1196.62
391,1196.62
391,1196.62
391,1196.62
391,1196.62
391,1196.62
391,1196.62
390,1191.15
390,1191.15
390,1191.15
390,1191.15
389,1187.49
389,1187.49
388,1184
388,1184
388,1184
388,1184
388,1184
388,1184
387,1180.62
387,1180.62
387,1180.62
386,1177.17
386,1177.17
387,1184.39
388,1187.7
388,1187.7
388,1187.7
388,1187.7
388,1187.7
388,1187.7
388,1187.7
388,1187.7
388,1187.7
388,1187.7
388,1187.7
388,1187.7
388,1187.7
388,1187.7
388,1187.7
389,1191.15
389,1191.15
389,1191.15
389,1191.15
389,1191.15
389,1191.15
388,1187.75
389,1187.75
390,1191.27
390,1191.27
390,1191.27
389,1187.69
389,1187.69
388,1184.05
388,1184.05
388,1184.05
388,1184.05
388,1184.05
388,1184.05
388,1184.05
389,1188.46
389,1188.46
389,1188.46
389,1188.46
389,1188.46
389,1188.46
389,1188.46
388,1181.24
388,1181.24
387,1177.79
387,1177.79
387,1177.79
388,1182.17
388,1182.17
388,1182.17
389,1186.02
388,1182.31
387,1177.42
387,1177.42
387,1177.42
387,1177.42
386,1174.63
387,1180.04
387,1180.04
388,1184.78
388,1184.78
387,1180.85
387,1180.85
387,1180.85
387,1180.85
388,1184.05
388,1184.05
389,1187.34
389,1187.34
388,1184.55
388,1184.55
388,1184.55
388,1184.55
389,1190.23
390,1195.94
390,1195.94
389,1193.5
389,1193.5
389,1193.5
388,1188.2
388,1188.2
388,1188.2
388,1188.2
387,1184.53
387,1184.53
387,1184.53
387,1184.53
387,1184.53
387,1184.53
387,1184.53
387,1184.53
386,1180.91
385,1175.23
385,1175.23
385,1175.23
385,1175.23
385,1175.23
385,1175.23
384,1171.31
384,1171.31
384,1171.31
384,1171.31
384,1171.31
384,1171.31
384,1171.31
384,1171.31
384,1171.31
384,1171.31
385,1171.31
385,1171.31
385,1171.31
385,1171.31
385,1171.31
386,1180.41
385,1177.05
385,1177.05
386,1180.86
386,1180.86
386,1180.86
386,1180.86
386,1180.86
385,1176.99
384,1173
385,1179.28
385,1179.28
386,1182.14
387,1185.71
387,1185.71
387,1185.71
387,1185.71
388,1190.51
388,1190.51
388,1190.51
388,1190.51
388,1190.51
388,1190.51
389,1193.6
388,1190.42
387,1185.44
387,1185.44
387,1185.44
387,1185.44
387,1185.44
387,1185.44
386,1185.44
386,1185.44
386,1185.44
386,1185.44
386,1185.44
386,1185.44
385,1181.17
385,1181.17
385,1181.17
384,1176.61
384,1176.61
384,1176.61
384,1176.61
384,1176.61
384,1176.61
384,1176.61
384,1176.61
385,1181.03
385,1181.03
385,1181.03
385,1181.03
385,1181.03
385,1181.03
386,1187.01
386,1187.01
387,1191.68
388,1193.8
388,1193.8
389,1201.83
389,1201.83
388,1198.55
388,1198.55
387,1195.1
386,1188.83
386,1188.83
386,1188.83
387,1192.39
387,1192.39
387,1192.39
387,1192.39
387,1192.39
387,1192.39
387,1192.39
388,1195.72
387,1192.23
387,1192.23
387,1192.23
387,1192.23
387,1192.23
387,1192.23
386,1187.74
385,1184.6
385,1184.6
385,1184.6
385,1184.6
385,1184.6
386,1189.11
386,1189.11
386,1189.11
386,1189.11
386,1189.11
386,1189.11
386,1189.11
386,1189.11
385,1185.7
385,1185.7
386,1188.62
386,1188.62
386,1188.62
386,1188.62
385,1183.45
386,1189.35
386,1189.35
386,1189.35
386,1189.35
385,1185.75
386,1188.84
386,1188.84
385,1184.99
385,1184.99
385,1184.99
384,1181.37
383,1178.09
383,1178.09
383,1178.09
384,1184.63
384,1184.63
383,1180.79
384,1189.6
383,1186.08
384,1190.86
384,1190.86
384,1190.86
385,1194.35
385,1194.35
385,1194.35
385,1194.35
385,1194.35
385,1194.35
386,1197.97
387,1201.68
387,1201.68
386,1197.09
385,1193.11
385,1193.11
385,1193.11
386,1196.5
