212.0,318.33842550258396,212.0,318.33842550258396
212.0,318.33842550258396,212.0,318.33842550258396
212.0,318.33842550258396,212.0,318.33842550258396
213.0,319.64806174607634,212.0,318.33842550258396
214.0,321.6486362422985,212.0,318.33842550258396
214.0,321.6486362422985,213.0,319.8867129646175
214.0,321.6486362422985,213.0,319.8867129646175
214.0,321.6486362422985,214.0,321.8869390112671
214.0,321.6486362422985,214.0,321.8869390112671
215.0,323.8479061216128,214.0,321.8869390112671
215.0,323.8479061216128,213.0,320.18906491233264
216.0,325.2450862434011,213.0,320.18906491233264
216.0,325.2450862434011,213.0,320.18906491233264
216.0,325.2450862434011,213.0,320.18906491233264
215.0,323.54582181549483,213.0,320.18906491233264
215.0,323.54582181549483,214.0,322.1984958415587
215.0,323.54582181549483,215.0,324.18432605911465
215.0,323.54582181549483,215.0,324.18432605911465
215.0,323.54582181549483,216.0,325.88220015804905
215.0,323.54582181549483,216.0,325.88220015804905
215.0,323.54582181549483,217.0,327.40267272704244
215.0,323.54582181549483,218.0,327.40267272704244
216.0,325.54953259699573,218.0,327.40267272704244
217.0,327.9135871643703,218.0,327.40267272704244
217.0,327.9135871643703,219.0,329.61648032795165
218.0,329.9172979458712,220.0,331.25254189188945
219.0,331.7748097865496,220.0,331.25254189188945
220.0,334.0110224718732,220.0,331.25254189188945
221.0,335.4059518909097,221.0,332.69823381154185
221.0,335.4059518909097,221.0,332.69823381154185
221.0,335.4059518909097,221.0,332.69823381154185
222.0,337.56107407048864,221.0,332.69823381154185
222.0,337.56107407048864,221.0,332.69823381154185
223.0,339.4710315645589,221.0,332.69823381154185
223.0,339.4710315645589,221.0,332.69823381154185
223.0,339.4710315645589,221.0,332.69823381154185
223.0,339.4710315645589,220.0,330.9330220332797
223.0,339.4710315645589,220.0,330.9330220332797
223.0,339.4710315645589,221.0,332.3359223027932
223.0,339.4710315645589,222.0,334.65645664675657
224.0,340.9937548363041,223.0,336.11084217127194
224.0,340.9937548363041,224.0,337.7934272396588
224.0,340.9937548363041,225.0,339.7971380211597
224.0,340.9937548363041,226.0,340.9189703896157
224.0,340.9937548363041,226.0,340.9189703896157
224.0,340.9937548363041,226.0,340.9189703896157
224.0,340.9937548363041,227.0,342.075248590111
224.0,340.9937548363041,227.0,342.075248590111
224.0,340.9937548363041,228.0,343.90062557785063
225.0,343.18924521626013,228.0,343.90062557785063
226.0,344.6292558473217,229.0,345.2978056996389
