-1.2,-0.02
-1.15921,-0.091834
-1.22123,-0.101563
-1.26685,-0.0821063
-1.26685,-0.0821063
-1.25971,-0.130823
-1.25971,-0.130823
-1.24747,-0.18963
-1.2167,-0.208165
-1.22646,-0.194962
-1.30748,-0.154702
-1.33585,-0.182878
-1.4012,-0.233138
-1.38149,-0.228321
-1.38149,-0.228321
-1.3577,-0.213047
-1.35243,-0.211426
-1.35243,-0.211426
-1.39435,-0.203555
-1.39435,-0.203555
-1.39435,-0.203555
-1.40263,-0.201608
-1.39863,-0.222197
-1.39863,-0.222197
-1.37029,-0.211239
-1.38032,-0.211578
-1.38032,-0.211578
-1.40913,-0.246118
-1.46012,-0.299231
-1.47013,-0.238277
-1.48593,-0.161272
-1.51065,-0.199001
-1.51065,-0.199001
-1.51065,-0.199001
-1.53059,-0.199802
-1.48246,-0.234787
-1.5311,-0.151824
-1.5311,-0.151824
-1.56144,-0.153986
-1.59227,-0.139483
-1.60316,-0.0928354
-1.60316,-0.0928354
-1.60316,-0.0928354
-1.60316,-0.0928354
-1.60316,-0.0928354
-1.60316,-0.0928354
-1.60316,-0.0928354
-1.61392,-0.0999454
-1.5766,-0.0730203
-1.56933,-0.0712768
-1.56933,-0.0712768
-1.56933,-0.0712768
-1.56933,-0.0712768
-1.58398,-0.101608
-1.57119,-0.0873022
-1.57139,-0.0496497
-1.57139,-0.0496497
-1.5448,0.0214829
-1.5448,0.0214829
-1.60206,0.0564483
-1.60206,0.0564483
-1.64389,0.121456
-1.69992,0.128799
-1.69992,0.128799
-1.6931,0.143135
-1.63491,0.147165
-1.59825,0.122626
-1.59799,0.118814
-1.59799,0.118814
-1.5912,0.125392
-1.57309,0.11036
-1.60464,0.133787
-1.70086,0.138954
-1.79228,0.22246
-1.79228,0.22246
-1.78275,0.202572
-1.78275,0.202572
-1.78275,0.202572
-1.80368,0.229998
-1.80368,0.229998
-1.74492,0.255498
-1.77763,0.228794
-1.77763,0.228794
-1.77208,0.209818
-1.77208,0.209818
-1.78268,0.207348
-1.75144,0.183591
-1.78164,0.214875
-1.78164,0.214875
-1.78164,0.214875
-1.78164,0.214875
-1.81101,0.166936
-1.7429,0.168115
-1.73632,0.146224
-1.69895,0.126746
-1.69895,0.126746
-1.69679,0.100505
-1.76513,0.128972
-1.76338,0.15209
-1.74723,0.198353
-1.71342,0.198595
-1.71342,0.198595
-1.68839,0.148017
-1.68839,0.148017
-1.62164,0.127321
-1.62164,0.127321
-1.67657,0.10259
-1.70255,0.131027
-1.74775,0.209412
-1.72017,0.20488
-1.72017,0.20488
-1.72017,0.20488
-1.74847,0.161746
-1.74058,0.128636
-1.75253,0.114984
-1.75253,0.114984
-1.74574,0.206232
-1.76674,0.217801
-1.76441,0.190392
-1.76441,0.190392
-1.76969,0.180654
-1.76969,0.180654
-1.82397,0.225378
-1.75339,0.241826
-1.82992,0.253637
-1.82992,0.253637
-1.82992,0.253637
-1.81732,0.177306
-1.81732,0.177306
-1.77481,0.109875
-1.8144,0.170392
-1.81082,0.23683
-1.81082,0.23683
-1.81082,0.23683
-1.79873,0.19648
-1.79873,0.19648
-1.80056,0.229694
-1.80056,0.229694
-1.80056,0.229694
-1.80056,0.229694
-1.7816,0.188206
-1.77678,0.185517
-1.84031,0.189317
-1.84031,0.189317
-1.81654,0.162837
-1.8329,0.0985282
-1.815,0.0780869
-1.85149,0.0690322
-1.86536,0.0779554
-1.86536,0.0779554
-1.86536,0.0779554
-1.86163,0.0676606
-1.82433,0.0639513
-1.83054,0.077906
-1.83054,0.077906
-1.89382,0.110919
-1.89954,0.115697
-1.90807,0.144032
-1.9291,0.158239
-1.9291,0.158239
-1.9291,0.158239
-1.9291,0.158239
-1.9291,0.158239
-1.90687,0.215502
-1.90669,0.24706
-1.87947,0.270154
-1.87812,0.234475
-1.85506,0.223669
-1.85506,0.223669
-1.84059,0.197463
-1.82705,0.130764
-1.85198,0.146993
-1.90913,0.170832
-1.99411,0.154383
-1.96083,0.157126
-1.96083,0.157126
-1.93494,0.195475
-1.93494,0.195475
-1.93494,0.195475
-1.93494,0.195475
-1.94153,0.220007
-1.94153,0.220007
-1.90704,0.235323
-1.88798,0.187676
-1.88355,0.174425
-1.9844,0.237303
-2.01287,0.306778
-2.0328,0.233897
-2.03725,0.199998
-2.02079,0.21473
-2.02233,0.202431
-2.01634,0.155656
-1.9534,0.0774767
