-124.547,-68.3716
-125.246,-68.5232
-125.89,-69.1078
-126.128,-69.8302
-126.538,-70.489
-126.652,-70.4954
-127.221,-70.3902
-127.262,-70.728
-128.114,-71.1208
-128.537,-71.2896
-129.176,-71.0018
-129.247,-71.2242
-130.036,-71.1797
-130.626,-72.1542
-131.051,-72.3925
-131.859,-72.9709
-132.311,-73.209
-133.12,-73.3072
-133.51,-73.6469
-134,-74.382
-134.33,-74.0573
-134.647,-74.3844
-134.902,-74.765
-135.281,-74.7325
-135.972,-74.4493
-136.831,-74.4353
-137.055,-74.7997
-137.736,-75.2391
-138.35,-75.3478
-139.629,-75.2737
-140.381,-75.5553
-141.612,-76.0003
-141.992,-76.4349
-142.149,-76.9745
-142.389,-76.8143
-143.067,-77.0497
-143.342,-77.6247
-143.58,-77.9771
-144.013,-78.4647
-144.221,-78.6375
-144.928,-78.9938
-145.53,-79.5956
-145.923,-80.3631
-146.331,-80.3452
-146.816,-80.4443
-146.83,-80.5125
-147.178,-80.6718
-148.246,-81.0259
-149.062,-80.9798
-149.604,-81.5953
-150.052,-81.9481
-150.255,-82.5504
-150.525,-83.1102
-150.761,-82.9311
-151.505,-83.4638
-152.211,-83.6131
-152.332,-84.1386
-152.821,-84.5354
-153.4,-84.9498
-153.742,-85.3957
-154.163,-85.1829
-154.675,-85.5566
-155.2,-86.0626
-155.956,-86.7422
-156.739,-87.2447
-157.127,-87.2807
-157.975,-87.984
-158.399,-88.2995
-158.611,-88.9198
-159.259,-88.7698
-159.683,-89.0616
-159.927,-89.6436
-160.277,-89.6779
-160.605,-90.0601
-161.211,-89.7695
-161.961,-89.7424
-162.735,-89.6835
-163.02,-89.5044
-163.595,-89.4177
-164.089,-89.931
-164.815,-90.0817
-165.516,-90.5417
-165.867,-90.8096
-166.104,-91.1162
-166.777,-91.3834
-166.937,-91.6063
-167.011,-91.6034
-167.23,-91.5994
-167.625,-91.9861
-168.109,-92.6384
-168.499,-92.7773
-169.343,-93.5473
-169.368,-93.9238
-169.691,-93.9515
-170.191,-94.152
-170.978,-94.504
-170.93,-94.6468
-171.158,-94.4378
-171.772,-94.7284
-172.512,-94.6549
-173.223,-95.082
-173.899,-95.3085
-174.941,-96.3718
-175.402,-96.7078
-175.763,-96.9856
-176.114,-96.8656
-176.943,-97.1253
-177.386,-97.3518
-178.206,-97.56
-178.723,-97.203
-179.081,-97.3769
-179.562,-97.8542
-179.862,-97.5214
-179.836,-97.8045
